user_id,name,email,preferred_domains,experience_level,learning_style,created_at
45,User_45,user45@movielens.edu,Computer Science,Intermediate,Visual,2025-12-16T22:28:47.457440
46,User_46,user46@movielens.edu,Business,Intermediate,Reading,2025-12-16T22:28:47.457440
47,User_47,user47@movielens.edu,Business,Advanced,Visual,2025-12-16T22:28:47.457440
48,User_48,user48@movielens.edu,General,Advanced,Visual,2025-12-16T22:28:47.457440
49,User_49,user49@movielens.edu,Computer Science,Intermediate,Reading,2025-12-16T22:28:47.457440
50,User_50,user50@movielens.edu,Literature,Intermediate,Visual,2025-12-16T22:28:47.457440
51,User_51,user51@movielens.edu,Education,Intermediate,Visual,2025-12-16T22:28:47.457440
52,User_52,user52@movielens.edu,Computer Science,Beginner,Reading,2025-12-16T22:28:47.457440
53,User_53,user53@movielens.edu,Computer Science,Intermediate,Visual,2025-12-16T22:28:47.457440
54,User_54,user54@movielens.edu,Business,Intermediate,Visual,2025-12-16T22:28:47.457440
55,User_55,user55@movielens.edu,Computer Science,Advanced,Visual,2025-12-16T22:28:47.457440
56,User_56,user56@movielens.edu,General,Intermediate,Visual,2025-12-16T22:28:47.457440
57,User_57,user57@movielens.edu,General,Beginner,Visual,2025-12-16T22:28:47.457440
58,User_58,user58@movielens.edu,Computer Science,Intermediate,Visual,2025-12-16T22:28:47.457440
59,User_59,user59@movielens.edu,Education,Advanced,Visual,2025-12-16T22:28:47.457440
60,User_60,user60@movielens.edu,Biology,Advanced,Visual,2025-12-16T22:28:47.457440
61,User_61,user61@movielens.edu,Mathematics,Advanced,Visual,2025-12-16T22:28:47.457440
62,User_62,user62@movielens.edu,General,Intermediate,Reading,2025-12-16T22:28:47.457440
63,User_63,user63@movielens.edu,Business,Advanced,Visual,2025-12-16T22:28:47.457440
64,User_64,user64@movielens.edu,Education,Advanced,Visual,2025-12-16T22:28:47.457440
65,User_65,user65@movielens.edu,Education,Advanced,Reading,2025-12-16T22:28:47.457440
66,User_66,user66@movielens.edu,Computer Science,Intermediate,Visual,2025-12-16T22:28:47.457440
67,User_67,user67@movielens.edu,Computer Science,Beginner,Visual,2025-12-16T22:28:47.457440
68,User_68,user68@movielens.edu,Computer Science,Beginner,Visual,2025-12-16T22:28:47.457440
69,User_69,user69@movielens.edu,Mathematics,Intermediate,Visual,2025-12-16T22:28:47.457440
70,User_70,user70@movielens.edu,Mathematics,Intermediate,Visual,2025-12-16T22:28:47.457440
71,User_71,user71@movielens.edu,Physics,Advanced,Visual,2025-12-16T22:28:47.457440
72,User_72,user72@movielens.edu,General,Advanced,Reading,2025-12-16T22:28:47.457440
73,User_73,user73@movielens.edu,Computer Science,Intermediate,Visual,2025-12-16T22:28:47.457440
74,User_74,user74@movielens.edu,Physics,Advanced,Visual,2025-12-16T22:28:47.457440
75,User_75,user75@movielens.edu,Art,Intermediate,Visual,2025-12-16T22:28:47.457440
76,User_76,user76@movielens.edu,Computer Science,Beginner,Visual,2025-12-16T22:28:47.457440
77,User_77,user77@movielens.edu,Computer Science,Intermediate,Visual,2025-12-16T22:28:47.457440
78,User_78,user78@movielens.edu,General,Intermediate,Visual,2025-12-16T22:28:47.457440
79,User_79,user79@movielens.edu,General,Advanced,Reading,2025-12-16T22:28:47.457440
80,User_80,user80@movielens.edu,General,Advanced,Reading,2025-12-16T22:28:47.457440
81,User_81,user81@movielens.edu,Computer Science,Intermediate,Visual,2025-12-16T22:28:47.457440
82,User_82,user82@movielens.edu,Computer Science,Advanced,Visual,2025-12-16T22:28:47.457440
83,User_83,user83@movielens.edu,General,Advanced,Visual,2025-12-16T22:28:47.457440
84,User_84,user84@movielens.edu,Business,Advanced,Visual,2025-12-16T22:28:47.457440
85,User_85,user85@movielens.edu,Education,Advanced,Visual,2025-12-16T22:28:47.457440
86,User_86,user86@movielens.edu,General,Intermediate,Visual,2025-12-16T22:28:47.457440
87,User_87,user87@movielens.edu,General,Advanced,Visual,2025-12-16T22:28:47.457440
88,User_88,user88@movielens.edu,General,Advanced,Reading,2025-12-16T22:28:47.457440
89,User_89,user89@movielens.edu,General,Advanced,Reading,2025-12-16T22:28:47.457440
90,User_90,user90@movielens.edu,Education,Advanced,Visual,2025-12-16T22:28:47.457440
91,User_91,user91@movielens.edu,Business,Advanced,Visual,2025-12-16T22:28:47.457440
92,User_92,user92@movielens.edu,Art,Advanced,Visual,2025-12-16T22:28:47.457440
93,User_93,user93@movielens.edu,Business,Advanced,Visual,2025-12-16T22:28:47.457440
94,User_94,user94@movielens.edu,Computer Science,Intermediate,Visual,2025-12-16T22:28:47.457440
95,User_95,user95@movielens.edu,General,Advanced,Visual,2025-12-16T22:28:47.457440
96,User_96,user96@movielens.edu,Art,Intermediate,Reading,2025-12-16T22:28:47.457440
97,User_97,user97@movielens.edu,Art,Advanced,Visual,2025-12-16T22:28:47.457440
98,User_98,user98@movielens.edu,Business,Advanced,Reading,2025-12-16T22:28:47.457440
99,User_99,user99@movielens.edu,Computer Science,Beginner,Visual,2025-12-16T22:28:47.457440
100,User_100,user100@movielens.edu,Business,Advanced,Visual,2025-12-16T22:28:47.457440
101,User_101,user101@movielens.edu,Computer Science,Beginner,Visual,2025-12-16T22:28:47.457440
102,User_102,user102@movielens.edu,Computer Science,Advanced,Visual,2025-12-16T22:28:47.457440
103,User_103,user103@movielens.edu,Computer Science,Intermediate,Visual,2025-12-16T22:28:47.457440
104,User_104,user104@movielens.edu,Computer Science,Intermediate,Visual,2025-12-16T22:28:47.457440
105,User_105,user105@movielens.edu,Mathematics,Intermediate,Visual,2025-12-16T22:28:47.457440
106,User_106,user106@movielens.edu,History,Advanced,Visual,2025-12-16T22:28:47.457440
107,User_107,user107@movielens.edu,Physics,Advanced,Visual,2025-12-16T22:28:47.457440
108,User_108,user108@movielens.edu,Education,Advanced,Visual,2025-12-16T22:28:47.457440
109,User_109,user109@movielens.edu,General,Intermediate,Visual,2025-12-16T22:28:47.457440
110,User_110,user110@movielens.edu,Computer Science,Beginner,Visual,2025-12-16T22:28:47.457440
111,User_111,user111@movielens.edu,Mathematics,Advanced,Visual,2025-12-16T22:28:47.457440
112,User_112,user112@movielens.edu,Business,Intermediate,Visual,2025-12-16T22:28:47.457440
113,User_113,user113@movielens.edu,Business,Advanced,Visual,2025-12-16T22:28:47.457440
114,User_114,user114@movielens.edu,Computer Science,Intermediate,Visual,2025-12-16T22:28:47.457440
115,User_115,user115@movielens.edu,Mathematics,Advanced,Visual,2025-12-16T22:28:47.457440
116,User_116,user116@movielens.edu,Biology,Advanced,Visual,2025-12-16T22:28:47.457440
117,User_117,user117@movielens.edu,Computer Science,Beginner,Visual,2025-12-16T22:28:47.457440
118,User_118,user118@movielens.edu,General,Intermediate,Visual,2025-12-16T22:28:47.457440
119,User_119,user119@movielens.edu,Computer Science,Advanced,Visual,2025-12-16T22:28:47.457440
120,User_120,user120@movielens.edu,General,Advanced,Reading,2025-12-16T22:28:47.457440
121,User_121,user121@movielens.edu,General,Advanced,Visual,2025-12-16T22:28:47.457440
122,User_122,user122@movielens.edu,Literature,Advanced,Reading,2025-12-16T22:28:47.457440
123,User_123,user123@movielens.edu,Art,Advanced,Reading,2025-12-16T22:28:47.457440
124,User_124,user124@movielens.edu,Computer Science,Advanced,Visual,2025-12-16T22:28:47.457440
125,User_125,user125@movielens.edu,History,Intermediate,Visual,2025-12-16T22:28:47.457440
126,User_126,user126@movielens.edu,History,Intermediate,Reading,2025-12-16T22:28:47.457440
127,User_127,user127@movielens.edu,General,Advanced,Visual,2025-12-16T22:28:47.457440
128,User_128,user128@movielens.edu,Business,Intermediate,Reading,2025-12-16T22:28:47.457440
129,User_129,user129@movielens.edu,Business,Advanced,Reading,2025-12-16T22:28:47.457440
130,User_130,user130@movielens.edu,General,Beginner,Visual,2025-12-16T22:28:47.457440
131,User_131,user131@movielens.edu,General,Advanced,Reading,2025-12-16T22:28:47.457440
132,User_132,user132@movielens.edu,General,Intermediate,Visual,2025-12-16T22:28:47.457440
133,User_133,user133@movielens.edu,Mathematics,Advanced,Visual,2025-12-16T22:28:47.457440
134,User_134,user134@movielens.edu,Computer Science,Advanced,Visual,2025-12-16T22:28:47.457440
135,User_135,user135@movielens.edu,Computer Science,Intermediate,Visual,2025-12-16T22:28:47.457440
136,User_136,user136@movielens.edu,General,Advanced,Visual,2025-12-16T22:28:47.457440
137,User_137,user137@movielens.edu,Education,Advanced,Visual,2025-12-16T22:28:47.457440
138,User_138,user138@movielens.edu,Biology,Advanced,Visual,2025-12-16T22:28:47.457440
139,User_139,user139@movielens.edu,Computer Science,Beginner,Visual,2025-12-16T22:28:47.457440
140,User_140,user140@movielens.edu,Computer Science,Intermediate,Reading,2025-12-16T22:28:47.457440
141,User_141,user141@movielens.edu,Computer Science,Advanced,Visual,2025-12-16T22:28:47.457440
142,User_142,user142@movielens.edu,General,Beginner,Visual,2025-12-16T22:28:47.457440
143,User_143,user143@movielens.edu,Computer Science,Advanced,Visual,2025-12-16T22:28:47.457440
144,User_144,user144@movielens.edu,Computer Science,Advanced,Visual,2025-12-16T22:28:47.457440
145,User_145,user145@movielens.edu,Art,Advanced,Visual,2025-12-16T22:28:47.457440
146,User_146,user146@movielens.edu,Art,Advanced,Visual,2025-12-16T22:28:47.457440
147,User_147,user147@movielens.edu,General,Advanced,Reading,2025-12-16T22:28:47.457440
148,User_148,user148@movielens.edu,Mathematics,Advanced,Visual,2025-12-16T22:28:47.457440
149,User_149,user149@movielens.edu,Business,Advanced,Reading,2025-12-16T22:28:47.457440
150,User_150,user150@movielens.edu,Art,Beginner,Reading,2025-12-16T22:28:47.457440
151,User_151,user151@movielens.edu,General,Advanced,Reading,2025-12-16T22:28:47.457440
152,User_152,user152@movielens.edu,Education,Advanced,Reading,2025-12-16T22:28:47.457440
153,User_153,user153@movielens.edu,Computer Science,Intermediate,Visual,2025-12-16T22:28:47.457440
154,User_154,user154@movielens.edu,Computer Science,Intermediate,Visual,2025-12-16T22:28:47.457440
155,User_155,user155@movielens.edu,General,Advanced,Reading,2025-12-16T22:28:47.457440
156,User_156,user156@movielens.edu,Education,Intermediate,Visual,2025-12-16T22:28:47.457440
157,User_157,user157@movielens.edu,Mathematics,Advanced,Visual,2025-12-16T22:28:47.457440
158,User_158,user158@movielens.edu,Education,Advanced,Visual,2025-12-16T22:28:47.457440
159,User_159,user159@movielens.edu,Computer Science,Intermediate,Reading,2025-12-16T22:28:47.457440
160,User_160,user160@movielens.edu,Computer Science,Intermediate,Visual,2025-12-16T22:28:47.457440
161,User_161,user161@movielens.edu,History,Advanced,Visual,2025-12-16T22:28:47.457440
162,User_162,user162@movielens.edu,Art,Intermediate,Visual,2025-12-16T22:28:47.457440
163,User_163,user163@movielens.edu,General,Advanced,Visual,2025-12-16T22:28:47.457440
164,User_164,user164@movielens.edu,Biology,Advanced,Visual,2025-12-16T22:28:47.457440
165,User_165,user165@movielens.edu,General,Beginner,Reading,2025-12-16T22:28:47.457440
166,User_166,user166@movielens.edu,Education,Advanced,Visual,2025-12-16T22:28:47.457440
167,User_167,user167@movielens.edu,General,Advanced,Visual,2025-12-16T22:28:47.457440
168,User_168,user168@movielens.edu,General,Advanced,Visual,2025-12-16T22:28:47.457440
169,User_169,user169@movielens.edu,General,Advanced,Reading,2025-12-16T22:28:47.457440
170,User_170,user170@movielens.edu,Biology,Advanced,Reading,2025-12-16T22:28:47.457440
171,User_171,user171@movielens.edu,Education,Advanced,Reading,2025-12-16T22:28:47.457440
172,User_172,user172@movielens.edu,Business,Advanced,Visual,2025-12-16T22:28:47.457440
173,User_173,user173@movielens.edu,General,Advanced,Visual,2025-12-16T22:28:47.457440
174,User_174,user174@movielens.edu,General,Intermediate,Reading,2025-12-16T22:28:47.457440
175,User_175,user175@movielens.edu,Physics,Intermediate,Reading,2025-12-16T22:28:47.457440
176,User_176,user176@movielens.edu,Physics,Intermediate,Visual,2025-12-16T22:28:47.457440
177,User_177,user177@movielens.edu,Computer Science,Beginner,Visual,2025-12-16T22:28:47.457440
178,User_178,user178@movielens.edu,General,Intermediate,Visual,2025-12-16T22:28:47.457440
179,User_179,user179@movielens.edu,Art,Beginner,Visual,2025-12-16T22:28:47.457440
180,User_180,user180@movielens.edu,General,Intermediate,Reading,2025-12-16T22:28:47.457440
181,User_181,user181@movielens.edu,Business,Intermediate,Visual,2025-12-16T22:28:47.457440
182,User_182,user182@movielens.edu,Computer Science,Advanced,Visual,2025-12-16T22:28:47.457440
183,User_183,user183@movielens.edu,Physics,Advanced,Visual,2025-12-16T22:28:47.457440
184,User_184,user184@movielens.edu,General,Advanced,Visual,2025-12-16T22:28:47.457440
185,User_185,user185@movielens.edu,General,Advanced,Reading,2025-12-16T22:28:47.457440
186,User_186,user186@movielens.edu,Business,Advanced,Reading,2025-12-16T22:28:47.457440
187,User_187,user187@movielens.edu,Education,Intermediate,Visual,2025-12-16T22:28:47.457440
188,User_188,user188@movielens.edu,Computer Science,Advanced,Visual,2025-12-16T22:28:47.457440
189,User_189,user189@movielens.edu,Art,Advanced,Visual,2025-12-16T22:28:47.457440
190,User_190,user190@movielens.edu,General,Intermediate,Visual,2025-12-16T22:28:47.457440
191,User_191,user191@movielens.edu,General,Advanced,Visual,2025-12-16T22:28:47.457440
192,User_192,user192@movielens.edu,Education,Advanced,Visual,2025-12-16T22:28:47.457440
193,User_193,user193@movielens.edu,Computer Science,Intermediate,Visual,2025-12-16T22:28:47.457440
194,User_194,user194@movielens.edu,General,Advanced,Visual,2025-12-16T22:28:47.457440
195,User_195,user195@movielens.edu,Physics,Advanced,Visual,2025-12-16T22:28:47.457440
196,User_196,user196@movielens.edu,Literature,Advanced,Visual,2025-12-16T22:28:47.457440
197,User_197,user197@movielens.edu,Computer Science,Advanced,Visual,2025-12-16T22:28:47.457440
198,User_198,user198@movielens.edu,Computer Science,Intermediate,Reading,2025-12-16T22:28:47.457440
199,User_199,user199@movielens.edu,Literature,Intermediate,Visual,2025-12-16T22:28:47.457440
200,User_200,user200@movielens.edu,Computer Science,Advanced,Visual,2025-12-16T22:28:47.457440
201,User_201,user201@movielens.edu,Literature,Intermediate,Visual,2025-12-16T22:28:47.457440
202,User_202,user202@movielens.edu,Education,Advanced,Reading,2025-12-16T22:28:47.457440
203,User_203,user203@movielens.edu,Computer Science,Intermediate,Reading,2025-12-16T22:28:47.457440
204,User_204,user204@movielens.edu,General,Advanced,Reading,2025-12-16T22:28:47.457440
205,User_205,user205@movielens.edu,History,Advanced,Visual,2025-12-16T22:28:47.457440
206,User_206,user206@movielens.edu,Computer Science,Beginner,Reading,2025-12-16T22:28:47.457440
207,User_207,user207@movielens.edu,Business,Advanced,Visual,2025-12-16T22:28:47.457440
208,User_208,user208@movielens.edu,Mathematics,Advanced,Visual,2025-12-16T22:28:47.457440
209,User_209,user209@movielens.edu,Education,Advanced,Reading,2025-12-16T22:28:47.457440
210,User_210,user210@movielens.edu,Mathematics,Advanced,Visual,2025-12-16T22:28:47.457440
211,User_211,user211@movielens.edu,Business,Advanced,Visual,2025-12-16T22:28:47.457440
212,User_212,user212@movielens.edu,Education,Advanced,Reading,2025-12-16T22:28:47.457440
213,User_213,user213@movielens.edu,Business,Advanced,Visual,2025-12-16T22:28:47.457440
214,User_214,user214@movielens.edu,General,Intermediate,Reading,2025-12-16T22:28:47.457440
215,User_215,user215@movielens.edu,Computer Science,Advanced,Visual,2025-12-16T22:28:47.457440
216,User_216,user216@movielens.edu,Mathematics,Intermediate,Visual,2025-12-16T22:28:47.457440
217,User_217,user217@movielens.edu,General,Intermediate,Visual,2025-12-16T22:28:47.457440
218,User_218,user218@movielens.edu,General,Advanced,Visual,2025-12-16T22:28:47.457440
219,User_219,user219@movielens.edu,Computer Science,Advanced,Visual,2025-12-16T22:28:47.457440
220,User_220,user220@movielens.edu,General,Intermediate,Visual,2025-12-16T22:28:47.457440
221,User_221,user221@movielens.edu,Computer Science,Beginner,Visual,2025-12-16T22:28:47.457440
222,User_222,user222@movielens.edu,Computer Science,Intermediate,Visual,2025-12-16T22:28:47.457440
223,User_223,user223@movielens.edu,Computer Science,Beginner,Reading,2025-12-16T22:28:47.457440
224,User_224,user224@movielens.edu,Education,Advanced,Reading,2025-12-16T22:28:47.457440
225,User_225,user225@movielens.edu,General,Advanced,Reading,2025-12-16T22:28:47.457440
226,User_226,user226@movielens.edu,Computer Science,Intermediate,Visual,2025-12-16T22:28:47.457440
227,User_227,user227@movielens.edu,Business,Advanced,Visual,2025-12-16T22:28:47.457440
228,User_228,user228@movielens.edu,Computer Science,Intermediate,Reading,2025-12-16T22:28:47.457440
229,User_229,user229@movielens.edu,General,Intermediate,Reading,2025-12-16T22:28:47.457440
230,User_230,user230@movielens.edu,Computer Science,Intermediate,Reading,2025-12-16T22:28:47.457440
231,User_231,user231@movielens.edu,General,Advanced,Visual,2025-12-16T22:28:47.457440
232,User_232,user232@movielens.edu,Physics,Advanced,Visual,2025-12-16T22:28:47.457440
233,User_233,user233@movielens.edu,Mathematics,Advanced,Visual,2025-12-16T22:28:47.457440
234,User_234,user234@movielens.edu,History,Advanced,Visual,2025-12-16T22:28:47.457440
235,User_235,user235@movielens.edu,Education,Advanced,Visual,2025-12-16T22:28:47.457440
236,User_236,user236@movielens.edu,Literature,Advanced,Reading,2025-12-16T22:28:47.457440
237,User_237,user237@movielens.edu,General,Advanced,Visual,2025-12-16T22:28:47.457440
238,User_238,user238@movielens.edu,General,Advanced,Reading,2025-12-16T22:28:47.457440
239,User_239,user239@movielens.edu,Art,Advanced,Visual,2025-12-16T22:28:47.457440
240,User_240,user240@movielens.edu,Education,Intermediate,Reading,2025-12-16T22:28:47.457440
241,User_241,user241@movielens.edu,Computer Science,Intermediate,Reading,2025-12-16T22:28:47.457440
242,User_242,user242@movielens.edu,Education,Advanced,Visual,2025-12-16T22:28:47.457440
243,User_243,user243@movielens.edu,Education,Advanced,Visual,2025-12-16T22:28:47.457440
244,User_244,user244@movielens.edu,Computer Science,Intermediate,Visual,2025-12-16T22:28:47.457440
245,User_245,user245@movielens.edu,Computer Science,Intermediate,Visual,2025-12-16T22:28:47.457440
246,User_246,user246@movielens.edu,Computer Science,Beginner,Visual,2025-12-16T22:28:47.457440
247,User_247,user247@movielens.edu,Mathematics,Intermediate,Visual,2025-12-16T22:28:47.457440
248,User_248,user248@movielens.edu,Computer Science,Intermediate,Visual,2025-12-16T22:28:47.457440
249,User_249,user249@movielens.edu,Computer Science,Intermediate,Visual,2025-12-16T22:28:47.457440
250,User_250,user250@movielens.edu,Business,Intermediate,Visual,2025-12-16T22:28:47.457440
251,User_251,user251@movielens.edu,Biology,Intermediate,Visual,2025-12-16T22:28:47.457440
252,User_252,user252@movielens.edu,Mathematics,Advanced,Visual,2025-12-16T22:28:47.457440
253,User_253,user253@movielens.edu,General,Intermediate,Reading,2025-12-16T22:28:47.457440
254,User_254,user254@movielens.edu,Education,Advanced,Visual,2025-12-16T22:28:47.457440
255,User_255,user255@movielens.edu,Art,Intermediate,Visual,2025-12-16T22:28:47.457440
256,User_256,user256@movielens.edu,General,Advanced,Reading,2025-12-16T22:28:47.457440
257,User_257,user257@movielens.edu,Computer Science,Beginner,Visual,2025-12-16T22:28:47.457440
258,User_258,user258@movielens.edu,Computer Science,Beginner,Reading,2025-12-16T22:28:47.457440
259,User_259,user259@movielens.edu,Computer Science,Intermediate,Visual,2025-12-16T22:28:47.457440
260,User_260,user260@movielens.edu,Art,Advanced,Reading,2025-12-16T22:28:47.457440
261,User_261,user261@movielens.edu,General,Intermediate,Visual,2025-12-16T22:28:47.457440
262,User_262,user262@movielens.edu,Computer Science,Beginner,Reading,2025-12-16T22:28:47.457440
263,User_263,user263@movielens.edu,Computer Science,Advanced,Visual,2025-12-16T22:28:47.457440
264,User_264,user264@movielens.edu,Literature,Advanced,Reading,2025-12-16T22:28:47.457440
265,User_265,user265@movielens.edu,Business,Intermediate,Visual,2025-12-16T22:28:47.457440
266,User_266,user266@movielens.edu,General,Advanced,Reading,2025-12-16T22:28:47.457440
267,User_267,user267@movielens.edu,Mathematics,Intermediate,Visual,2025-12-16T22:28:47.457440
268,User_268,user268@movielens.edu,Mathematics,Intermediate,Visual,2025-12-16T22:28:47.457440
269,User_269,user269@movielens.edu,General,Advanced,Reading,2025-12-16T22:28:47.457440
270,User_270,user270@movielens.edu,Computer Science,Beginner,Reading,2025-12-16T22:28:47.457440
271,User_271,user271@movielens.edu,Mathematics,Advanced,Visual,2025-12-16T22:28:47.457440
272,User_272,user272@movielens.edu,Physics,Advanced,Visual,2025-12-16T22:28:47.457440
273,User_273,user273@movielens.edu,General,Advanced,Reading,2025-12-16T22:28:47.457440
274,User_274,user274@movielens.edu,Computer Science,Beginner,Reading,2025-12-16T22:28:47.457440
275,User_275,user275@movielens.edu,Mathematics,Advanced,Visual,2025-12-16T22:28:47.457440
276,User_276,user276@movielens.edu,Computer Science,Intermediate,Visual,2025-12-16T22:28:47.457440
277,User_277,user277@movielens.edu,General,Advanced,Reading,2025-12-16T22:28:47.457440
278,User_278,user278@movielens.edu,General,Advanced,Reading,2025-12-16T22:28:47.457440
279,User_279,user279@movielens.edu,Computer Science,Advanced,Visual,2025-12-16T22:28:47.457440
280,User_280,user280@movielens.edu,General,Intermediate,Reading,2025-12-16T22:28:47.457440
281,User_281,user281@movielens.edu,Computer Science,Beginner,Reading,2025-12-16T22:28:47.457440
282,User_282,user282@movielens.edu,General,Intermediate,Visual,2025-12-16T22:28:47.457440
283,User_283,user283@movielens.edu,Computer Science,Intermediate,Visual,2025-12-16T22:28:47.457440
284,User_284,user284@movielens.edu,Business,Advanced,Visual,2025-12-16T22:28:47.457440
285,User_285,user285@movielens.edu,Computer Science,Intermediate,Visual,2025-12-16T22:28:47.457440
286,User_286,user286@movielens.edu,Computer Science,Intermediate,Visual,2025-12-16T22:28:47.457440
287,User_287,user287@movielens.edu,Business,Intermediate,Visual,2025-12-16T22:28:47.457440
288,User_288,user288@movielens.edu,Business,Advanced,Visual,2025-12-16T22:28:47.457440
289,User_289,user289@movielens.edu,General,Beginner,Visual,2025-12-16T22:28:47.457440
290,User_290,user290@movielens.edu,Mathematics,Advanced,Visual,2025-12-16T22:28:47.457440
291,User_291,user291@movielens.edu,Computer Science,Beginner,Visual,2025-12-16T22:28:47.457440
292,User_292,user292@movielens.edu,Computer Science,Advanced,Reading,2025-12-16T22:28:47.457440
293,User_293,user293@movielens.edu,Literature,Intermediate,Visual,2025-12-16T22:28:47.457440
294,User_294,user294@movielens.edu,Computer Science,Advanced,Visual,2025-12-16T22:28:47.457440
295,User_295,user295@movielens.edu,Education,Advanced,Visual,2025-12-16T22:28:47.457440
296,User_296,user296@movielens.edu,General,Advanced,Reading,2025-12-16T22:28:47.457440
297,User_297,user297@movielens.edu,Education,Intermediate,Reading,2025-12-16T22:28:47.457440
298,User_298,user298@movielens.edu,Business,Advanced,Visual,2025-12-16T22:28:47.457440
299,User_299,user299@movielens.edu,Biology,Intermediate,Visual,2025-12-16T22:28:47.457440
300,User_300,user300@movielens.edu,Computer Science,Intermediate,Reading,2025-12-16T22:28:47.457440
301,User_301,user301@movielens.edu,Computer Science,Intermediate,Visual,2025-12-16T22:28:47.457440
302,User_302,user302@movielens.edu,Education,Advanced,Visual,2025-12-16T22:28:47.457440
303,User_303,user303@movielens.edu,Computer Science,Beginner,Visual,2025-12-16T22:28:47.457440
304,User_304,user304@movielens.edu,Computer Science,Intermediate,Reading,2025-12-16T22:28:47.457440
305,User_305,user305@movielens.edu,Computer Science,Intermediate,Visual,2025-12-16T22:28:47.457440
306,User_306,user306@movielens.edu,General,Advanced,Visual,2025-12-16T22:28:47.457440
307,User_307,user307@movielens.edu,Computer Science,Intermediate,Visual,2025-12-16T22:28:47.457440
